order_id,product_id,supplier_id
14538,18031,41638
14538,39275,67914
14538,3025,67914
14538,48935,41638
14538,17948,98908
14538,5640,41638
14970,42123,21576
14970,43740,55045
14970,25472,67914
15213,22313,78681
15213,54,98308
15213,47357,15485
15213,29529,92568
15694,14197,60880
15929,6141,98959
15929,18352,55753
15929,47209,78956
15929,12260,12359
16453,43290,45421
16453,14696,78956
16453,26800,67914
16453,37646,41638
16453,21938,41638
16453,26209,41638
16453,31717,67914
16453,44359,78751
16453,49683,45421
16453,43961,67914
17188,21572,83123
17188,6184,98908
17188,20818,94800
17188,32478,32680
17906,31487,86116
19097,38689,94200
19097,24852,13885
19097,4793,12359
19097,23794,12359
19097,260,13885
19097,31238,98959
19097,47766,55753
19097,19660,13885
19097,42460,55753
19097,17600,12359
19097,26790,13885
19097,49075,98959
19097,41658,13885
19097,47626,78956
19097,42828,12359
19097,34448,94200
19097,4945,18686
19097,19115,12359
19097,49610,78956
19097,41844,49563
19097,15995,78956
19097,35547,98959
19097,29898,15485
19097,43352,55753
19097,39275,78956
19097,26209,75849
19097,12732,13885
19097,22144,55753
19097,7175,55753
19097,20549,55753
19097,38662,13885
19097,2888,55753
19097,23554,94200
19097,47788,94200
19097,31717,98959
19097,8138,98959
19097,20574,18882
19097,27423,67415
19097,30391,94200
19097,21376,12359
19097,37065,45421
19097,46692,29192
19097,24561,55753
19097,47439,94200
19097,46979,98959
19097,13780,13885
19810,5373,41638
19810,19057,67914
19810,33788,92568
19810,44449,67914
19810,48679,45421
19810,47783,67914
19810,11513,83123
19810,40723,41638
19810,49113,45421
19810,45679,41638
20018,36865,92990
20018,43961,97185
20018,25146,41638
20018,9076,62179
20018,38777,45421
20018,47209,51841
20018,2295,31241
20018,10749,45421
20018,14739,41638
20018,7413,45421
20018,23219,10279
20440,37147,87948
20440,23075,86116
20440,48204,68553
20440,27292,86116
20460,16995,49563
20460,35819,55045
20460,22959,49563
20460,47209,55698
20460,47626,49563
20460,32828,98308
20460,37687,68553
20990,21137,49563
20990,39275,49563
20990,31287,92568
20990,33294,13885
20990,8518,98308
20990,25138,85806
21580,37795,98308
21580,26629,92568
21580,27246,98308
21580,7963,92568
21580,12333,95789
21605,36206,86116
21605,39275,94800
21605,15380,16594
21605,14778,68553
21605,5194,94800
21605,18142,98908
21605,3866,37295
21605,5750,68296
21708,27845,92258
21708,13176,12359
21708,19057,55753
21708,21137,94200
21708,44910,94200
21708,32747,12359
21708,34243,98959
21708,16616,46796
21708,23233,98959
21708,36550,13885
22146,48417,45421
22146,39276,45421
22146,15984,45421
22146,48220,41638
22146,49026,41638
22146,31635,67914
25936,13176,44540
25936,16283,51841
25936,12732,13885
26611,22688,67914
26611,22275,67415
26611,37990,67415
26611,49026,32959
26611,23579,16084
26611,5250,60880
26611,24632,16084
26611,26427,13885
26611,40493,16084
26611,11230,18686
26611,25,48170
26611,12741,22434
26611,14133,49939
26611,12667,60880
26611,43744,16084
26611,47934,16084
26611,12504,86116
26968,12341,98308
26968,15772,64112
27128,10032,86116
27128,29478,60656
27128,19488,92568
27128,12544,10279
27128,21601,42516
27128,5268,49563
27128,46041,70687
27128,18987,49563
27128,20955,92568
27339,24852,67914
27339,47227,53085
27339,28985,98308
27339,40119,22913
27339,27836,92568
27339,42633,53085
27938,5785,49563
28696,5479,92319
28696,37067,94200
28696,21405,55753
28696,20113,13885
28696,32864,13885
28696,19660,75849
28696,39928,13885
28696,47209,46187
28696,27695,13885
28696,329,55753
28696,13409,55753
28696,18465,92258
28696,2078,12359
28696,8021,94200
28696,9472,97775
28696,8174,53301
28696,17956,98959
28696,24231,70687
28696,5618,98959
28696,30290,94200
29486,35383,98959
29486,21108,13885
29486,8239,12359
29486,23338,44540
29486,31404,94200
29486,23288,94200
29486,27344,13885
29486,11777,13885
29983,39877,67914
29983,44359,45421
29983,30391,45421
29983,31553,41638
29983,28985,45421
29983,5115,41638
29983,18105,41638
29983,27104,45421
29983,31717,41638
29983,12384,45421
29983,24184,82073
29983,18234,41638
30239,28204,67415
30239,23909,92319
30239,21938,60880
30739,4920,67415
30739,3298,94200
30739,38768,58241
30739,38928,18882
30739,32478,92568
33785,24852,37295
33785,47626,92990
33785,21925,91187
33785,18523,16084
33785,45061,16594
33785,21165,98908
33785,16797,32680
33785,34050,92990
33785,10421,92990
33785,46630,37295
33785,34449,16594
33785,46088,83351
33785,7898,92990
33785,49198,92990
33785,16696,94800
33785,27548,44540
33785,1511,32680
33785,44475,16594
33785,33754,92990
33785,3999,37295
33785,45066,92990
33785,39993,98908
33785,37250,94800
33785,28959,32680
33785,26459,32680
33785,18043,32680
33785,38647,92990
34647,34503,92568
34647,31103,98308
34647,40256,53085
34647,15872,67415
34647,28842,92568
34647,42014,42516
34647,8143,43215
35196,8501,16594
35196,45832,16594
35196,2962,55045
35196,26165,98908
35864,2086,68296
35864,25466,41638
35864,8339,67415
35864,3566,75849
35864,26959,94200
35864,35663,41638
35864,21903,68296
35864,46720,85806
35864,20632,45421
35864,41950,41638
35949,3990,45421
35949,2481,41638
35949,13337,67914
35949,17008,41638
35949,45138,41638
35949,36144,36353
35949,19348,45421
35949,1366,67914
35949,13521,67914
35949,32047,41638
35949,19178,45421
35949,31789,92319
35949,35221,67914
35949,28004,18945
35949,1069,15485
36665,2943,16594
36665,31371,16594
36665,6377,41638
36665,46206,15485
36665,9869,51841
36665,44987,98908
36665,7175,37295
36665,36639,32680
36665,25272,16594
36665,43122,37295
36665,260,98908
36665,32177,37295
36665,8518,16594
36665,9839,32680
36665,3464,92990
36665,12357,32680
36665,21288,92990
36665,41787,94800
37961,6848,68296
37961,35269,53085
37961,14032,42516
37961,6184,17642
38225,14814,64112
38225,17862,67415
38225,46901,18882
38225,5373,36353
38225,33080,18882
38225,29662,60880
38225,45264,53301
38225,26480,16084
38225,14678,32959
39325,7736,32680
39325,47766,94800
39325,4658,92990
39325,7413,92990
39325,39491,94800
39325,18175,32680
39325,46906,48170
39325,39349,37295
39325,48183,37295
39325,48890,50184
39325,27509,55045
39325,2389,68553
39325,12481,28300
39637,35183,49939
39637,32360,67415
39637,15912,16084
39637,27104,67914
39637,22935,60880
39637,44359,83351
39637,47209,98308
39637,21616,18882
39637,41593,88114
40521,40724,67914
40521,19176,83123
40521,17794,41638
40521,32052,41638
40521,49026,67914
40521,48189,23124
40521,21386,98959
40521,20127,78751
40521,9076,95789
40521,160,21576
41175,28457,98908
41175,27644,37295
41175,16876,37295
41175,28790,96685
41175,809,44540
41175,2950,16594
41594,15221,78956
41594,41290,12359
41594,25783,98959
41594,13944,32959
41594,7812,89963
41594,6350,24734
41594,21240,12359
41594,25408,94200
41594,5566,98959
41594,25146,12359
41594,48809,94200
41594,29487,12359
41594,40313,22913
42199,44632,55045
42199,16083,55045
42199,26790,15485
42199,26620,92568
42199,22825,42516
42199,11440,92568
42210,4920,41638
42210,27925,50184
42210,37646,45421
42210,9387,42516
42596,2732,94800
42596,18187,96685
42596,35221,51841
42596,10333,32680
42596,13982,32680
42596,27829,98908
42596,31970,20329
42596,1200,92990
42596,44342,92990
42596,35079,98908
42596,47537,98908
42596,29101,92990
42596,10631,16594
42596,1852,75849
42800,1710,67914
42800,13176,45421
42800,24838,45421
42800,34590,45421
42800,47626,41638
42800,41220,67914
42800,25647,67914
42800,30391,67914
42800,8518,45421
42800,40604,45421
42800,34126,45421
44208,21903,67415
44208,44359,18882
44208,9839,19494
44208,10111,60880
44845,28849,60880
44845,24852,60880
46340,19065,44540
46340,12914,42516
46340,8358,75849
46340,24964,73022
46340,9885,53085
46340,46654,53085
46340,39275,88114
46340,22935,96685
46340,47209,98308
49291,48628,62674
49291,45535,67914
49291,4210,45421
49291,42736,45421
49291,23836,45421
49291,34137,41638
49291,32740,67914
49291,27012,60656
49426,10957,32680
49426,2038,32680
49426,27730,98908
49426,25783,32680
49426,17616,94800
49426,35077,98908
49506,36865,36353
49506,37173,16084
49506,21137,28300
49506,11087,60880
49506,47209,16084
49506,27966,60880
49506,4367,60880
49506,18465,32959
49506,38662,16084
49506,5077,60880
49506,10121,60880
49506,13176,74595
49506,42585,18882
49506,11068,45421
49506,38656,60880
49506,30391,18882
49506,260,60880
49506,29370,16084
49506,24973,36353
49506,23377,92258
49506,40706,16084
49506,35951,36353
49506,33043,67415
49506,45885,67415
49506,44580,18882
49931,17847,41638
49931,47912,67914
49931,2552,45421
49931,45504,53085
49931,39427,45421
49931,34977,67914
49931,18542,67914
49931,42442,68553
50141,25653,98959
50141,43352,78956
50141,30731,13885
51155,27464,92568
51155,24852,53085
51155,27405,49563
51155,44632,86116
51155,36070,86116
51155,34214,53085
51155,4428,98308
51155,38400,92568
51155,17562,53085
51155,34619,86116
51155,47962,86116
51155,22882,49563
51155,33195,49563
51155,18091,20329
51155,45645,15504
51660,42585,78956
51660,27086,98959
51660,28985,31241
51660,37687,50184
51660,40604,78956
51660,48104,94200
51660,26620,78956
51660,30391,98959
51660,15290,98959
51660,2295,78956
51660,24184,13885
51660,32433,55753
51660,1360,13885
51660,40233,78956
51660,23338,78956
51660,21019,92258
52176,32478,92990
52176,27288,94800
52176,29553,87948
52176,32684,98908
52176,29747,94800
52176,16953,37295
52176,36393,32680
52176,32446,32680
52176,18656,32680
52176,44359,32680
52176,12341,32680
52176,5818,16594
52176,37018,16594
52176,8424,16594
52360,26592,37295
52360,15252,16594
52360,49099,94800
54098,43295,49563
54098,4472,98308
54098,26604,98908
54098,33825,42516
54098,34243,86116
54098,48679,74595
54098,35917,49563
54098,25920,55045
54098,21775,86116
54098,4799,42516
54098,13176,49563
54098,39475,98308
54098,22935,92568
54098,26242,86116
54098,25005,98308
54098,32429,98308
54098,25542,42516
54098,24964,67914
54762,45007,30421
54762,39877,67914
54762,28986,94200
54762,24852,13885
54762,24964,55753
54762,43371,12359
54762,5025,94200
54762,26209,55753
54762,28842,98959
54762,47766,94200
54804,33000,55753
54804,29871,98959
54804,34497,16594
54804,32642,12359
54804,36685,13885
54804,32689,12359
54804,15290,78956
54804,40619,36353
54804,43279,92319
54804,264,94200
54804,10901,98959
54804,22957,94200
54804,31506,13885
54804,9068,12359
54804,9743,78956
54804,19734,13885
54804,35721,13885
54804,20985,55753
54804,11331,78956
54804,30338,37295
54804,39889,13885
54804,38406,78956
54804,19468,12359
54804,37449,12359
54804,15269,49290
54804,35761,94200
54804,22105,55753
54804,36434,55753
54804,33168,55753
54804,43968,64112
54804,29783,55753
54804,6189,18882
54804,8049,12359
54804,36259,13885
54804,19005,78956
54804,44245,55753
54804,36849,78751
55149,5025,67914
55149,34969,45421
55149,13083,35201
55149,3873,41638
55149,47329,15504
55149,8174,45421
55149,24852,67914
55149,46515,58241
55149,28427,45421
55149,2519,45421
55149,23339,66872
57889,14221,37295
57889,28928,16594
57889,38164,92990
57889,33043,16594
57889,5031,32680
57889,49628,16594
57889,3464,94800
57889,38427,94800
57889,41950,98630
60905,16759,41638
60905,21938,49290
60905,15025,45421
60905,26882,15504
62370,23288,67415
63759,26317,97775
63759,47766,18882
63759,46906,16084
63759,4920,60880
63759,42495,36353
63759,9248,16084
63759,3363,18882
63759,43545,18882
63759,14010,60880
63759,38452,67415
63759,21137,32959
63759,39275,70687
63770,7987,49563
63770,10962,92568
63770,42500,53085
63770,1,49563
64635,44632,98908
64635,49520,98908
64635,37836,98908
64635,36227,32680
64635,36307,53085
64635,45447,37295
64635,44074,92990
64635,20838,32680
64635,30633,92990
64766,43768,86116
64766,1244,98308
64766,34126,86116
64766,24964,92568
64766,13176,98308
64766,30639,18882
64766,21137,53085
64766,38777,49563
64766,8277,49563
64766,32177,42516
64766,16083,92568
64766,21174,98308
64766,43545,78751
64766,5132,78956
64766,10173,53085
64766,781,86116
64766,22328,98308
64766,31737,49563
64766,35696,49563
64766,47325,53085
64952,13176,98959
64952,30827,55753
64952,37687,94200
64952,33147,98908
64952,44683,94200
64952,46363,98959
64952,23985,94200
64952,6758,12359
64952,21903,91187
65571,38419,37295
65571,17794,94800
65571,4562,16594
65712,5212,37295
65712,1156,92568
65712,34574,98308
65712,40377,37295
65712,45570,51365
65712,26604,42516
65712,13629,49563
65712,30898,20329
65712,21137,42516
65712,18598,42516
65712,4844,23124
65712,49113,98308
65712,7628,53085
67479,18534,67914
67479,42832,41638
67479,22935,45421
67479,17008,67914
67479,48779,45650
67479,39009,45421
67479,21903,67914
67479,13536,12359
67479,13639,67914
67479,30583,89963
67479,25947,67914
68092,24852,94200
68092,43295,91187
68092,47209,74595
68092,46979,78956
68092,39408,53085
68092,38456,42516
68092,41771,94200
68092,21616,92258
68092,7963,13885
68092,21053,98959
68092,41596,94200
68092,5251,18686
68092,33439,12359
68092,14727,94200
68092,15945,98959
68092,20698,55753
69233,14740,12359
69233,42342,55753
69233,3765,98959
69233,39619,94200
69233,2452,15485
69233,24852,78956
69233,8854,22913
69850,10326,53085
69850,26604,53085
69850,43154,83123
69850,13176,86116
69850,43352,42516
69850,21292,66872
69850,30777,42516
69850,22507,86116
69850,49235,49563
69850,8571,23124
70345,17902,92568
70345,14874,55753
70345,24024,92568
70345,43768,42516
70345,48395,17642
70345,32943,16594
70345,21376,63006
70345,47630,42516
70345,41220,86116
70345,40712,16594
70373,13176,45421
70373,25146,41638
70373,4472,41638
70373,36735,67914
70373,22825,67914
70373,21903,67914
70373,21872,67914
70373,4920,45421
70373,15453,60880
70373,40199,41638
70373,5161,67914
70859,27966,16594
70859,47977,92990
70859,16797,32680
70859,39032,37295
70859,34027,32680
70859,3990,16594
70859,8195,16594
70859,14569,98908
70859,30379,16594
70859,29443,37295
70859,48,32680
70859,34234,61375
70859,47702,92990
70859,33776,53301
70859,23405,92990
70859,20995,32680
70859,1069,32680
70859,26801,32680
70859,3619,18686
70859,258,68296
70859,33113,32680
72069,24852,49939
72069,40310,42516
72069,42244,73022
72069,10749,53085
72069,21077,82073
72069,8424,92568
72069,30391,95223
72069,21137,86116
72069,41220,86116
72069,8518,42516
72069,33787,49563
72069,4957,53085
72069,260,53085
72069,26384,98308
72069,17948,98308
72069,44359,92568
72069,41149,98308
72069,4809,86116
72069,30489,42516
72069,47766,86116
72069,35951,86116
72069,43961,49563
73861,40063,67914
73861,46676,45421
73861,21560,41638
73861,27344,41638
73861,21616,67914
74399,3276,98630
74399,8225,36353
74454,28432,18882
74454,33731,60880
74454,47766,49563
74454,48523,32959
74454,13212,60880
74973,7673,94800
74973,13249,16594
74973,33120,94800
74973,3481,16594
74973,34243,16594
74973,17533,16594
74973,44422,49939
75315,39973,55753
75315,12419,53301
75315,12442,45650
75315,17948,94200
75315,40849,78751
75315,5479,43215
75315,35951,12359
75315,19048,94200
75315,24964,13885
75337,21709,41638
75337,11520,67914
75337,39450,45421
75337,2552,41638
75337,22935,41638
75337,13819,67914
75337,22993,41638
75337,35108,67914
75337,40706,49563
75337,22733,94179
75337,47573,41638
75337,30294,45421
75622,42811,23124
75622,45211,49563
75622,12206,86116
75622,37654,92568
75622,31683,92319
75622,21386,49563
75622,33379,49563
75622,44014,42516
75622,10492,42516
75622,7189,49563
75622,34111,98308
75622,6441,98308
75622,47937,86116
75622,48246,53085
76113,23457,45421
78051,28476,12359
78051,28602,55753
78051,5134,13885
78051,24852,12359
78051,5479,36353
78051,26131,55753
78051,35914,12359
78051,13249,10279
78051,3896,55753
78051,260,55753
78051,39781,53301
78051,23938,98308
78051,48007,13885
78051,20734,78751
78051,2611,97185
78051,38273,55753
78051,19468,89963
78051,36764,94200
78051,7781,13885
78426,24852,18686
78426,47344,67415
78426,6459,18882
78426,21137,44540
78426,12409,36353
78426,39216,36353
78426,24253,36353
81392,40939,34067
82156,36695,49290
82156,21137,45421
82156,38159,94200
82156,5212,45421
82156,35504,45421
82156,40199,15485
82156,17281,67914
82156,27951,45421
82156,14467,95223
82156,43154,41638
82156,27244,41638
82156,46045,45421
82156,24841,68553
83856,16490,41638
83856,36011,46796
83856,30850,45421
83856,23029,41638
83856,39216,67914
83856,27454,24734
83856,9339,41638
83856,17368,45421
83856,47223,41638
83856,25842,41638
83856,4410,45421
83856,11422,10279
83856,33796,41638
83856,17355,45421
84713,5337,37295
84713,10246,55753
84713,20520,37295
84713,31717,94800
84713,48679,37295
84713,15261,37295
84713,48230,98908
84713,1999,37295
84713,44449,94800
84713,22935,16594
84713,17794,98908
84713,4562,98908
84713,21653,92990
84713,12622,98630
84713,40706,16594
84713,37067,92990
84713,43122,37295
84713,40723,94800
84713,45066,32680
87715,23288,16594
88768,17355,37295
88768,23644,12359
88768,16185,82073
88768,46516,85806
88768,5450,88114
88768,23233,46796
88768,44359,95223
88768,38622,98908
88768,19612,98908
88768,6187,94800
88768,24838,98908
88768,40604,94800
88768,47626,92990
88768,33731,98908
88768,34126,15485
88768,27171,91187
88768,21955,94800
88768,8424,16594
88768,28204,16594
88768,43086,98908
88768,28289,94800
88768,43320,16594
88768,20549,46796
89254,12606,78956
89254,26842,13885
89254,31506,78956
89254,45608,13885
89254,12962,41638
89254,27174,78956
89254,46526,12359
89254,28849,85806
89254,44449,55753
89254,25890,98959
89254,12290,94200
89254,42701,34067
89864,29223,92568
89864,8048,89963
89864,45260,42516
89929,46676,68296
89929,24852,18882
89929,27662,36353
89929,34262,60880
89929,5785,49290
89929,30489,18882
89929,1158,32959
89929,6046,32959
89929,43961,68553
89929,5161,32959
90628,45603,19494
90628,47626,18882
90628,21903,18882
90628,23236,32959
90628,47862,32959
90628,8736,32959
90628,4920,60880
90628,43467,36353
90628,16797,94800
90628,28590,32959
92317,24852,94200
92317,41005,78751
92317,46393,18945
92317,23417,94200
92317,14126,94200
92317,34969,94179
92317,17794,23124
92317,30720,98959
92317,38656,98959
92317,46969,12359
92317,28071,13885
92317,7658,94200
92317,18105,98959
92317,16291,31241
94648,16283,18882
94648,17924,44540
94648,33768,64112
94648,22900,16084
96292,38139,16594
97063,27179,98908
97063,48734,95789
97063,31608,95789
97063,4006,92990
97063,35286,55045
97063,20674,16594
97063,6448,32680
97063,16874,16594
97063,35909,92990
97063,41635,98908
97063,49481,98908
97063,21997,94800
97063,31564,16594
97063,39408,83123
97063,24852,92990
98619,27104,45421
98619,38400,45421
98619,41588,41638
98619,28849,53085
98619,46667,41638
98619,47961,55045
98619,13176,67914
98619,47209,67914
98619,36070,45421
98619,21174,67914
98619,11599,67914
100549,4329,13885
100549,34003,55753
100549,15226,13885
100549,33000,13885
100549,8174,12359
100549,34584,95789
100549,32391,53085
101270,24852,16594
101270,7054,32680
101270,7693,37295
101270,25824,98908
101270,34128,37295
101270,39408,98908
101270,8518,44540
101270,46802,16594
101270,34584,86116
101270,41787,37295
101843,19691,13885
101843,23376,13885
101843,44799,13885
101843,24142,98959
101843,4261,75849
101843,40795,12359
101843,11837,61375
101843,16379,78956
101843,9239,55753
101843,45061,98908
101843,39646,78956
102931,13176,55753
102931,14766,98959
102931,39877,35201
102931,5922,55753
102931,33043,78956
102931,5337,55753
102931,3020,13885
102931,34525,98959
102931,22963,94200
102931,22270,46796
102931,27966,12359
102931,17454,94200
102931,8277,78956
102931,7213,13885
102931,41694,98959
103086,28749,55753
103086,30512,96685
103086,31486,78956
103086,13176,55753
103086,45007,12359
103086,37629,12359
103086,43263,94200
103086,41787,12359
103086,36082,12359
103086,27966,96685
103086,6184,35201
103086,2452,98959
103086,26286,95789
103086,23347,55753
103086,5428,94200
103086,20082,98959
103869,33000,41638
104586,47980,45421
104586,47626,41638
104586,24852,67914
104586,24920,45421
104586,2180,41638
104586,33129,67914
106820,2536,94800
106820,4956,21576
106820,10690,53085
106820,36316,43215
106820,47977,42516
107562,30024,94200
107562,13176,55753
107562,17008,94200
107562,18727,13885
107562,35042,13885
107562,32624,98959
107562,32360,98908
107562,32478,13885
107562,49098,13885
107908,45440,18882
107908,28255,97185
107908,14951,16084
107908,36403,55698
107908,46239,16084
107908,42404,48170
107908,2469,16084
107908,6750,60880
108525,46692,42516
108525,22035,75849
108525,5450,92990
108525,19240,92568
108525,5134,98308
108525,32433,49563
108525,45200,42516
108525,8670,86116
108525,9339,98308
108525,47626,86116
108525,20920,42516
108525,19145,42516
108525,41757,53085
108525,25931,49563
108525,34292,42516
108525,39468,42516
108525,22210,53085
108525,37003,49563
108525,32647,86116
108525,29557,32680
108525,34358,98308
108525,26209,98308
108525,31717,42516
109212,31121,91187
109212,9106,73103
109212,12403,67914
109212,1762,13885
109212,22153,29192
109212,5385,41638
109212,13249,45421
109212,1017,94179
109212,46853,67914
109212,10374,41638
109212,24954,67914
109212,48171,67914
109212,19904,85171
109212,49445,22913
109212,25476,45421
109212,18826,45421
110341,1463,94800
110341,5535,55753
110341,24083,94200
110341,29405,98630
110341,41787,94200
110341,1217,12359
110341,46593,12359
110341,3990,28300
110341,19019,12359
110341,30849,20329
110903,45763,98959
110903,46979,55753
110903,8670,98959
110903,46990,55753
110903,14874,78956
110903,26209,96685
110903,29941,55753
110903,28849,98959
110903,18078,13885
112067,13166,49563
112067,35921,53085
112067,49235,53085
112067,34739,92568
112067,22025,53085
112067,40310,92568
112067,38936,86116
112067,33351,42516
112067,38200,98308
112067,20919,49563
112067,34934,86116
112067,9076,87948
112067,43772,42516
112067,30315,49563
112067,2091,34067
112067,43409,55753
112067,24438,42516
112067,5097,42516
112067,3298,98308
112067,28384,42516
112067,33184,42516
112067,4317,17642
112067,28306,53085
112127,768,98959
112127,21386,13885
112127,19949,78956
112127,24964,98959
112127,34824,13885
112127,1999,12359
112127,46667,78956
112127,38490,12359
112127,11707,13885
112127,1892,94200
112732,13176,60880
112732,48679,73103
112732,27344,44540
112732,22035,92319
112732,29447,48170
112732,7948,98959
112732,21903,16084
112732,260,16084
112732,39475,60880
112732,21137,60880
112732,22825,16084
112732,32360,60880
112732,22198,16084
112732,41699,18882
112732,5134,18882
113754,32052,62179
113754,30450,32959
113754,30252,36353
113754,22963,32959
113754,34949,18882
113754,41588,92319
113754,17789,60880
113754,18272,36353
113754,20842,74419
113754,48679,68850
113754,4605,60880
113754,35939,51365
113754,21938,16084
113754,2295,32959
113754,2846,17642
113754,27966,67415
113754,21288,29192
113754,24852,36353
113754,28985,55045
113754,41787,83123
113754,21137,67415
113754,42265,67415
113754,28199,86116
113754,47626,32959
113754,25931,16084
113754,29066,36353
113754,2979,60880
113754,14874,67415
113754,21616,16084
113754,23594,32959
114145,30353,94800
114145,18523,15485
114145,4957,32959
114145,21333,32959
114145,2390,49939
114145,32712,36353
114145,24092,36353
114145,45739,67415
114145,43961,36353
114145,7633,29192
116850,3192,41638
116850,5386,98308
116850,20802,49563
116850,26412,49939
116850,5375,86116
116850,42431,49563
116850,27450,86116
116850,35465,86116
116850,30170,37295
116850,41195,60880
116850,37376,86116
116850,28634,92568
116850,34449,53085
116850,17377,98308
116850,42668,98308
116850,31589,49563
116850,648,28300
116850,31848,49563
116850,17742,49563
116850,19878,49563
116850,43076,41638
116850,23965,92568
116850,19213,97185
116850,32271,49563
116850,22656,92568
116850,20378,53085
116850,8937,49563
116850,23803,46187
116850,31717,86116
116850,429,98308
116850,5436,86116
116850,25377,53085
116850,39276,49563
116850,40910,55698
117370,41687,53085
117370,19173,86116
117370,5077,86116
117370,33990,98308
117370,38777,98308
117370,18352,98308
117370,44632,98308
117370,17871,49563
117370,6948,24734
117370,46667,94800
117370,23178,86116
117370,20082,53085
117370,35821,92568
117370,45535,86116
117370,25890,42516
117370,19660,97185
117370,8758,53085
117370,2785,42516
117370,13176,98308
117370,15995,86116
117370,22808,92568
117370,24382,22913
117370,27690,49563
118542,28986,55045
118542,12891,55753
118542,27521,94200
118542,44787,55753
118542,7021,12359
118542,5077,94179
118542,30918,98959
118542,16797,78956
118542,28928,94200
118542,24852,13885
118542,32734,55753
118542,47672,55753
118542,21616,55753
118542,49236,94200
119472,10869,94200
119472,40174,67914
119472,16797,41638
119472,24799,41638
119472,18523,67914
119472,10333,41638
119472,5112,67914
119472,29698,67914
119472,32047,67914
119472,6128,45421
119472,14390,45421
119472,35126,55045
119472,19935,94800
119472,859,91187
119472,1364,41638
119472,23892,41638
119472,881,67914
119472,25882,45421
119472,15902,45421
119472,33894,45421
119952,4138,68553
